2022-02-14 18:58:33.593285, 3, 23.46, 1002.20, 92.44, 16.82, 345
2022-02-14 18:58:44.589519, 1, 24.79, 1004.11, 76.41, 16.39, 368
2022-02-14 18:58:54.518078, 4, 23.66, 1002.67, 88.43, 17.46, 317
2022-02-14 18:59:04.886353, 3, 23.38, 1002.21, 92.36, 16.89, 346
2022-02-14 18:59:15.832107, 1, 24.70, 1004.10, 76.43, 16.28, 369
2022-02-14 18:59:25.800602, 4, 23.61, 1002.68, 88.36, 17.51, 317
2022-02-14 18:59:36.208803, 3, 23.33, 1002.22, 92.21, 16.93, 345
2022-02-14 18:59:57.101394, 4, 23.51, 1002.72, 88.00, 17.58, 317
2022-02-14 19:00:07.507255, 3, 23.18, 1002.24, 92.09, 17.07, 345
2022-02-14 19:00:18.316433, 1, 24.56, 1004.16, 75.99, 16.28, 368
2022-02-14 19:00:30.228479, 2, 23.95, 1003.35, 82.74, 16.16, 359
2022-02-14 19:00:40.526710, 4, 23.36, 1002.77, 87.63, 17.87, 317
2022-02-14 19:00:50.941094, 3, 23.10, 1002.22, 92.23, 17.18, 346
2022-02-14 19:01:01.640403, 1, 24.55, 1004.11, 76.37, 16.40, 370
2022-02-14 19:01:11.575962, 2, 23.81, 1003.38, 82.48, 16.24, 347
2022-02-14 19:01:21.914724, 4, 23.35, 1002.75, 87.75, 17.95, 317
2022-02-14 19:01:32.369806, 3, 23.14, 1002.21, 92.36, 17.18, 346
2022-02-14 19:01:42.969143, 1, 24.54, 1004.16, 75.96, 16.67, 371
2022-02-14 19:01:52.885080, 2, 23.72, 1003.37, 82.59, 16.16, 346
2022-02-14 19:02:03.323751, 4, 23.32, 1002.77, 87.58, 17.77, 317
2022-02-14 19:02:13.759161, 3, 23.11, 1002.23, 92.13, 17.16, 346
2022-02-14 19:02:24.275205, 1, 24.60, 1004.14, 76.16, 17.08, 368
2022-02-14 19:02:36.193725, 2, 23.67, 1003.36, 82.67, 16.17, 345
2022-02-14 19:02:46.732020, 4, 23.35, 1002.77, 87.63, 17.76, 317
2022-02-14 19:02:57.158499, 3, 23.08, 1002.22, 92.26, 17.20, 346
2022-02-14 19:03:05.587054, 1, 24.61, 1004.15, 76.06, 16.62, 370
2022-02-14 19:03:17.473024, 2, 23.64, 1003.38, 82.51, 16.19, 345
2022-02-14 19:03:28.121715, 4, 23.46, 1002.78, 87.58, 17.66, 317
2022-02-14 19:03:38.547651, 3, 23.14, 1002.22, 92.26, 17.14, 345
2022-02-14 19:03:48.936718, 1, 24.69, 1004.12, 76.32, 16.32, 370
2022-02-14 19:03:58.734762, 2, 23.62, 1003.37, 82.55, 16.22, 344
2022-02-14 19:04:09.513051, 4, 23.51, 1002.72, 88.07, 17.59, 317
2022-02-14 19:04:19.938932, 3, 23.11, 1002.24, 92.08, 17.16, 346
2022-02-14 19:04:30.257614, 1, 24.76, 1004.13, 76.18, 16.55, 370
2022-02-14 19:04:40.022617, 2, 23.62, 1003.39, 82.38, 16.22, 344
2022-02-14 19:04:50.891168, 4, 23.45, 1002.75, 87.76, 17.64, 317
2022-02-14 19:05:01.327214, 3, 23.18, 1002.25, 92.03, 17.09, 345
2022-02-14 19:05:11.576190, 1, 24.67, 1004.14, 76.17, 16.19, 370
2022-02-14 19:05:21.322025, 2, 23.60, 1003.42, 82.14, 16.22, 344
2022-02-14 19:05:32.270193, 4, 23.54, 1002.73, 87.99, 17.56, 317
2022-02-14 19:05:42.735701, 3, 23.22, 1002.23, 92.15, 17.05, 345
2022-02-14 19:05:52.925807, 1, 24.78, 1004.16, 75.93, 16.88, 370
2022-02-14 19:06:04.620902, 2, 23.60, 1003.37, 82.56, 16.22, 344
2022-02-14 19:06:13.659644, 4, 23.49, 1002.76, 87.74, 17.70, 317
2022-02-14 19:06:24.136039, 3, 23.19, 1002.25, 92.00, 17.08, 347
2022-02-14 19:06:34.264624, 1, 24.84, 1004.17, 75.87, 16.48, 366
2022-02-14 19:06:45.910392, 2, 23.60, 1003.38, 82.50, 16.22, 344
2022-02-14 19:06:55.059179, 4, 23.58, 1002.77, 87.62, 17.56, 317
2022-02-14 19:07:05.514930, 3, 23.31, 1002.19, 92.47, 17.00, 346
2022-02-14 19:07:17.613843, 1, 24.89, 1004.15, 76.04, 16.07, 369
2022-02-14 19:07:27.199834, 2, 23.60, 1003.41, 82.25, 16.23, 344
2022-02-14 19:07:38.488371, 4, 23.75, 1002.75, 87.82, 17.37, 317
2022-02-14 19:07:48.936853, 3, 23.56, 1002.24, 92.07, 16.77, 346
2022-02-14 19:07:58.962604, 1, 24.89, 1004.18, 75.83, 16.06, 372
2022-02-14 19:08:08.488925, 2, 23.60, 1003.41, 82.26, 16.22, 344
2022-02-14 19:08:19.877957, 4, 23.67, 1002.79, 87.43, 17.43, 317
2022-02-14 19:08:30.316039, 3, 23.62, 1002.26, 91.91, 16.70, 343
2022-02-14 19:08:40.301860, 1, 24.84, 1004.18, 75.82, 16.07, 367
2022-02-14 19:08:49.788331, 2, 23.61, 1003.40, 82.34, 16.22, 344
2022-02-14 19:09:01.256816, 4, 23.71, 1002.80, 87.34, 17.38, 318
2022-02-14 19:09:11.715087, 3, 23.49, 1002.26, 91.89, 16.76, 344
2022-02-14 19:09:21.619965, 1, 24.73, 1004.20, 75.59, 16.09, 368
2022-02-14 19:09:33.075848, 2, 23.60, 1003.38, 82.49, 16.22, 344
2022-02-14 19:09:42.654179, 4, 23.53, 1002.80, 87.36, 17.53, 317
2022-02-14 19:09:53.102475, 3, 23.32, 1002.26, 91.87, 16.94, 343
2022-02-14 19:10:02.938463, 1, 24.67, 1004.17, 75.86, 16.23, 367
2022-02-14 19:10:14.384642, 2, 23.61, 1003.41, 82.25, 16.22, 344
2022-02-14 19:10:24.043489, 4, 23.52, 1002.81, 87.31, 17.55, 317
2022-02-14 19:10:34.489221, 3, 23.23, 1002.29, 91.66, 17.03, 348
2022-02-14 19:10:46.278187, 1, 24.60, 1004.27, 75.05, 16.23, 366
2022-02-14 19:10:55.653849, 2, 23.61, 1003.45, 81.91, 16.22, 344
2022-02-14 19:11:05.442693, 4, 23.46, 1002.84, 87.01, 17.60, 317
2022-02-14 19:11:15.888520, 3, 23.18, 1002.31, 91.46, 17.09, 348
2022-02-14 19:11:27.587235, 1, 24.55, 1004.25, 75.22, 16.24, 370
2022-02-14 19:11:36.923314, 2, 23.63, 1003.48, 81.64, 16.22, 344
2022-02-14 19:11:48.861868, 4, 23.58, 1002.81, 87.28, 17.53, 317
2022-02-14 19:11:59.297687, 3, 23.30, 1002.31, 91.51, 17.00, 347
2022-02-14 19:12:08.906550, 1, 24.50, 1004.22, 75.49, 16.53, 366
2022-02-14 19:12:20.212273, 2, 23.64, 1003.50, 81.51, 16.24, 342
2022-02-14 19:12:30.261204, 4, 23.48, 1002.90, 86.49, 17.59, 317
2022-02-14 19:12:40.686758, 3, 23.25, 1002.38, 90.92, 17.04, 345
2022-02-14 19:12:50.245692, 1, 24.49, 1004.24, 75.29, 16.39, 370
2022-02-14 19:13:01.531118, 2, 23.65, 1003.49, 81.60, 16.23, 341
2022-02-14 19:13:11.670356, 4, 23.72, 1002.84, 87.04, 17.39, 317
2022-02-14 19:13:22.076282, 3, 23.31, 1002.37, 90.95, 17.00, 346
2022-02-14 19:13:31.564820, 1, 24.54, 1004.32, 74.61, 16.31, 364
2022-02-14 19:13:42.830713, 2, 23.64, 1003.53, 81.25, 16.24, 341
2022-02-14 19:13:53.079254, 4, 23.66, 1002.87, 86.74, 17.45, 318
2022-02-14 19:14:03.465302, 3, 23.29, 1002.38, 90.86, 17.01, 343
2022-02-14 19:14:14.913812, 1, 24.49, 1004.27, 75.06, 16.42, 364
2022-02-14 19:14:24.119917, 2, 23.63, 1003.52, 81.33, 16.25, 341
2022-02-14 19:14:34.488756, 4, 23.81, 1002.92, 86.38, 17.36, 317
2022-02-14 19:14:44.867225, 3, 23.40, 1002.44, 90.42, 16.91, 346
2022-02-14 19:14:56.232727, 1, 24.48, 1004.29, 74.86, 16.35, 367
2022-02-14 19:15:05.428255, 2, 23.64, 1003.55, 81.06, 16.25, 341
2022-02-14 19:15:15.866743, 4, 24.01, 1002.94, 86.17, 17.16, 317
2022-02-14 19:15:26.255072, 3, 23.51, 1002.43, 90.44, 16.82, 349
2022-02-14 19:15:37.541179, 1, 24.42, 1004.34, 74.47, 16.38, 362
2022-02-14 19:15:48.717286, 2, 23.65, 1003.53, 81.25, 16.24, 341
2022-02-14 19:16:07.647596, 3, 23.40, 1002.41, 90.69, 16.91, 348
2022-02-14 19:16:18.863848, 1, 24.38, 1004.35, 74.33, 16.45, 367
2022-02-14 19:16:40.687145, 4, 23.79, 1002.94, 86.22, 17.34, 317
2022-02-14 19:16:51.052956, 3, 23.31, 1002.43, 90.51, 17.05, 344
2022-02-14 19:17:00.181456, 1, 24.35, 1004.35, 74.37, 16.49, 365
2022-02-14 19:17:11.287405, 2, 23.64, 1003.55, 81.08, 16.25, 341
2022-02-14 19:17:22.086466, 4, 23.62, 1002.95, 86.11, 17.52, 317
2022-02-14 19:17:32.442055, 3, 23.31, 1002.42, 90.52, 17.05, 349
2022-02-14 19:17:41.500778, 1, 24.30, 1004.32, 74.65, 16.54, 366
2022-02-14 19:17:52.566929, 2, 23.65, 1003.56, 80.96, 16.27, 341
2022-02-14 19:18:03.465420, 4, 23.63, 1002.93, 86.30, 17.54, 317
2022-02-14 19:18:13.841074, 3, 23.35, 1002.43, 90.48, 17.02, 347
2022-02-14 19:18:33.874418, 2, 23.66, 1003.59, 80.70, 16.27, 341
2022-02-14 19:18:44.852654, 4, 23.67, 1002.97, 85.98, 17.49, 317
2022-02-14 19:18:55.218050, 3, 23.21, 1002.44, 90.43, 17.10, 346
2022-02-14 19:19:17.190615, 2, 23.66, 1003.56, 80.99, 16.28, 341
2022-02-14 19:19:26.248824, 4, 23.64, 1002.97, 85.92, 17.54, 318
2022-02-14 19:19:36.594427, 3, 23.16, 1002.51, 89.77, 17.21, 346
2022-02-14 19:19:58.487591, 2, 23.66, 1003.60, 80.63, 16.28, 341
2022-02-14 19:20:07.655879, 4, 23.78, 1003.01, 85.62, 17.44, 317
